DATE,RR,TN,HTN,TX,HTX,TM,TMNX,DG,TAMPLI,TNTXM,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,UM,ETPGRILLE,NEIGETOTX,NEIGETOT06
20240422,0.2,-5.5,357.0,5.7,1404.0,1.4,0.1,399.0,11.2,0.1,3.3,13.5,340.0,1216.0,7.7,360.0,1256.0,12.5,1154.0,60.0,1431.0,97.0,542.0,0.0,732.0,5.2,78.0,0.9,0.0,0.0
20240423,0.2,-1.0,239.0,7.4,1128.0,3.3,3.2,416.0,8.4,3.2,3.2,12.3,360.0,1209.0,7.0,360.0,1150.0,10.9,1209.0,48.0,1200.0,94.0,333.0,0.0,516.0,5.3,70.0,1.8,0.0,0.0
20240424,1.8,-5.6,325.0,8.3,923.0,2.1,1.35,402.0,13.9,1.4,1.1,7.1,300.0,1644.0,3.6,290.0,1651.0,6.6,1644.0,46.0,1002.0,97.0,2325.0,0.0,904.0,5.7,82.0,1.1,0.0,0.0
20240425,4.4,0.5,56.0,12.8,1604.0,6.9,6.65,0.0,12.3,6.7,1.2,6.0,220.0,1607.0,3.0,200.0,1613.0,5.7,1604.0,36.0,958.0,97.0,1.0,251.0,531.0,6.2,66.0,2.3,0.0,0.0
20240426,2.4,5.7,2313.0,13.2,1423.0,9.2,9.45,0.0,7.5,9.5,2.7,14.4,160.0,1418.0,6.7,170.0,1422.0,13.1,1418.0,54.0,1440.0,92.0,328.0,0.0,611.0,8.7,76.0,2.0,0.0,0.0
20240427,5.6,6.4,352.0,19.9,1457.0,14.9,13.15,0.0,13.5,13.2,4.2,15.2,140.0,1530.0,8.2,150.0,1537.0,14.1,1530.0,27.0,1508.0,77.0,20.0,739.0,0.0,7.1,44.0,4.7,0.0,0.0
20240428,38.0,8.2,1711.0,10.1,1155.0,9.5,9.15,0.0,1.9,9.2,1.7,13.0,200.0,2.0,6.2,180.0,3.0,11.0,2.0,42.0,4.0,97.0,709.0,0.0,1252.0,10.6,91.0,0.5,0.0,0.0
20240429,0.4,7.4,12.0,17.4,1158.0,11.6,12.4,0.0,10.0,12.4,1.5,6.1,20.0,1417.0,3.8,320.0,1318.0,5.7,1417.0,71.0,1227.0,98.0,431.0,0.0,1174.0,12.2,90.0,1.9,0.0,0.0
20240430,0.0,7.5,321.0,20.2,1508.0,12.6,13.85,0.0,12.7,13.9,1.1,6.6,20.0,1449.0,4.0,320.0,1539.0,6.0,1449.0,51.0,1451.0,97.0,335.0,0.0,833.0,11.7,82.0,2.6,0.0,0.0
20240501,4.4,5.3,24.0,18.8,1105.0,12.6,12.05,0.0,13.5,12.1,1.2,7.1,250.0,1243.0,3.7,290.0,2105.0,6.5,1105.0,66.0,1220.0,98.0,154.0,0.0,954.0,12.5,86.0,1.7,0.0,0.0
20240502,26.0,7.8,800.0,9.0,1211.0,8.6,8.4,0.0,1.2,8.4,1.5,8.3,210.0,544.0,2.7,240.0,548.0,7.0,532.0,87.0,1.0,96.0,2148.0,0.0,1440.0,10.4,93.0,0.5,0.0,0.0
20240503,0.0,7.2,239.0,15.0,1652.0,8.8,11.1,0.0,7.8,11.1,1.3,7.0,130.0,1445.0,3.4,320.0,1457.0,5.5,1445.0,46.0,1651.0,97.0,2351.0,0.0,829.0,8.8,80.0,2.6,0.0,0.0
20240504,4.6,0.5,314.0,19.3,1341.0,11.3,9.9,0.0,18.8,9.9,3.3,13.2,200.0,1936.0,6.9,210.0,1941.0,12.7,1936.0,44.0,1330.0,98.0,405.0,0.0,663.0,9.1,71.0,2.8,0.0,0.0
20240505,2.0,10.8,430.0,21.8,1255.0,14.9,16.3,0.0,11.0,16.3,2.7,11.5,200.0,1515.0,6.2,150.0,1017.0,10.4,1515.0,46.0,1259.0,92.0,616.0,0.0,589.0,12.2,73.0,3.7,0.0,0.0
20240506,9.0,9.8,545.0,12.0,930.0,10.5,10.9,0.0,2.2,10.9,2.0,9.6,180.0,434.0,3.9,190.0,45.0,7.6,434.0,60.0,37.0,98.0,2317.0,0.0,1076.0,10.9,87.0,1.1,0.0,0.0
20240507,6.0,5.8,2058.0,13.2,1155.0,10.0,9.5,0.0,7.4,9.5,1.5,7.3,10.0,1654.0,3.9,30.0,1701.0,6.6,1653.0,79.0,1312.0,97.0,1.0,0.0,1437.0,11.4,93.0,1.0,0.0,0.0
20240508,0.2,5.7,403.0,17.9,1444.0,11.1,11.8,0.0,12.2,11.8,2.9,12.0,340.0,1157.0,7.5,350.0,1159.0,11.1,1340.0,53.0,1500.0,98.0,504.0,0.0,764.0,10.5,81.0,2.8,0.0,0.0
20240509,0.0,1.0,359.0,21.3,1454.0,12.2,11.15,0.0,20.3,11.2,1.5,7.3,290.0,1235.0,4.2,310.0,1552.0,6.9,1235.0,42.0,1438.0,98.0,458.0,0.0,699.0,10.5,76.0,2.9,0.0,0.0
20240510,0.0,3.1,418.0,25.0,1327.0,14.7,14.05,0.0,21.9,14.1,1.3,6.6,320.0,1430.0,3.9,320.0,1221.0,5.9,1214.0,35.0,1403.0,98.0,303.0,87.0,661.0,11.4,72.0,3.5,0.0,0.0
20240511,0.2,5.8,427.0,26.4,1405.0,16.4,16.1,0.0,20.6,16.1,1.1,6.6,290.0,1211.0,3.5,330.0,951.0,6.2,1211.0,34.0,1502.0,98.0,502.0,133.0,608.0,11.9,68.0,3.5,0.0,0.0
20240512,0.0,7.1,404.0,25.9,1359.0,16.8,16.5,0.0,18.8,16.5,2.2,11.2,200.0,1215.0,6.0,210.0,1059.0,9.9,1345.0,27.0,1120.0,96.0,307.0,493.0,498.0,10.9,63.0,4.8,0.0,0.0
20240513,0.0,9.3,212.0,24.8,1225.0,17.7,17.05,0.0,15.5,17.1,2.5,12.4,190.0,1456.0,6.0,210.0,1458.0,10.8,1456.0,33.0,1231.0,96.0,441.0,248.0,438.0,11.8,62.0,4.7,0.0,0.0
20240514,27.4,10.8,132.0,15.2,810.0,12.8,13.0,0.0,4.4,13.0,1.2,9.1,170.0,905.0,3.9,150.0,907.0,6.9,851.0,65.0,536.0,97.0,2145.0,0.0,1182.0,13.3,90.0,0.9,0.0,0.0
20240515,15.0,10.8,437.0,17.9,1533.0,12.1,14.35,0.0,7.1,14.4,1.2,8.0,210.0,1358.0,3.4,320.0,1309.0,6.9,1358.0,64.0,1535.0,97.0,1.0,0.0,1162.0,12.6,90.0,1.9,0.0,0.0
20240516,7.0,6.3,2343.0,14.0,1711.0,10.3,10.15,0.0,7.7,10.2,0.8,8.6,320.0,1211.0,4.1,280.0,1215.0,7.5,1209.0,64.0,1713.0,97.0,14.0,0.0,1168.0,11.1,89.0,1.3,0.0,0.0
20240517,1.4,3.7,322.0,19.5,1702.0,11.4,11.6,0.0,15.8,11.6,1.1,6.3,310.0,1132.0,3.0,310.0,1139.0,5.6,1125.0,43.0,1651.0,98.0,343.0,0.0,788.0,10.2,78.0,2.6,0.0,0.0
20240518,0.8,4.6,226.0,18.1,1604.0,11.5,11.35,0.0,13.5,11.4,1.4,9.0,230.0,1632.0,4.2,210.0,1353.0,7.8,1628.0,54.0,1603.0,98.0,240.0,0.0,794.0,11.0,82.0,1.9,0.0,0.0
20240519,0.0,5.9,437.0,22.1,1423.0,15.4,14.0,0.0,16.2,14.0,1.8,11.1,130.0,2250.0,5.7,120.0,2258.0,10.1,2250.0,41.0,1415.0,98.0,33.0,0.0,566.0,12.1,72.0,3.2,0.0,0.0
20240520,9.1,7.2,413.0,23.5,1344.0,15.0,15.35,0.0,16.3,15.4,1.7,9.5,290.0,1558.0,5.0,300.0,1600.0,8.7,1558.0,40.0,1237.0,98.0,515.0,1.0,844.0,12.9,79.0,3.2,0.0,0.0
20240521,8.6,9.3,330.0,20.7,1207.0,14.1,15.0,0.0,11.4,15.0,1.6,10.8,200.0,1614.0,5.3,210.0,1621.0,9.2,1614.0,43.0,1210.0,98.0,423.0,0.0,858.0,12.3,79.0,3.3,0.0,0.0
20240522,7.8,11.2,422.0,19.7,1443.0,13.4,15.45,0.0,8.5,15.5,1.4,11.4,300.0,1235.0,5.5,320.0,1452.0,9.8,1235.0,52.0,1218.0,96.0,1.0,0.0,807.0,12.1,80.0,3.3,0.0,0.0
20240523,15.4,8.8,2021.0,18.4,1312.0,11.9,13.6,0.0,9.6,13.6,1.2,8.9,80.0,1632.0,4.0,120.0,1514.0,8.3,1632.0,54.0,1316.0,98.0,2342.0,0.0,1051.0,11.9,87.0,2.3,0.0,0.0
20240524,7.6,6.5,2311.0,19.8,1603.0,11.7,13.15,0.0,13.3,13.2,1.2,10.5,170.0,1800.0,5.2,170.0,1804.0,9.9,1800.0,45.0,1641.0,98.0,1.0,0.0,1013.0,11.4,85.0,2.9,0.0,0.0
20240525,0.0,6.2,50.0,22.5,1334.0,13.4,14.35,0.0,16.3,14.4,0.9,6.1,320.0,1417.0,3.6,340.0,1425.0,5.7,1417.0,41.0,1311.0,98.0,112.0,0.0,785.0,11.4,77.0,3.2,0.0,0.0
20240526,1.4,6.4,327.0,24.3,1156.0,15.0,15.35,0.0,17.9,15.4,1.1,7.3,270.0,1200.0,3.4,320.0,1641.0,6.0,1200.0,39.0,1044.0,98.0,432.0,7.0,905.0,13.7,82.0,2.7,0.0,0.0
20240527,4.2,12.8,430.0,20.2,1324.0,13.7,16.5,0.0,7.4,16.5,1.0,8.2,260.0,1447.0,4.1,300.0,1501.0,7.3,1454.0,57.0,1304.0,98.0,2233.0,0.0,1028.0,13.7,88.0,2.4,0.0,0.0
20240528,0.2,8.0,2114.0,20.9,1449.0,13.9,14.45,0.0,12.9,14.5,1.6,8.4,330.0,1350.0,4.6,320.0,1556.0,7.9,1350.0,42.0,1251.0,97.0,1.0,0.0,769.0,11.5,75.0,4.1,0.0,0.0
20240529,8.0,7.6,239.0,20.2,1408.0,14.6,13.9,0.0,12.6,13.9,1.2,7.6,250.0,2014.0,3.0,200.0,2323.0,6.2,2015.0,49.0,1431.0,97.0,301.0,0.0,712.0,12.4,77.0,2.5,0.0,0.0
20240530,15.5,13.0,410.0,18.4,1415.0,13.5,15.7,0.0,5.4,15.7,2.0,9.9,300.0,1702.0,4.4,200.0,918.0,8.4,1702.0,63.0,1439.0,97.0,14.0,0.0,1127.0,13.5,88.0,2.5,0.0,0.0
20240531,16.2,8.6,338.0,17.1,1539.0,10.7,12.85,0.0,8.5,12.9,0.8,8.1,330.0,1633.0,4.3,330.0,1637.0,7.7,1632.0,63.0,1547.0,97.0,2121.0,0.0,1275.0,11.6,90.0,1.8,0.0,0.0
20240601,0.0,9.1,2036.0,18.0,1618.0,13.0,13.55,0.0,8.9,13.6,2.4,9.2,350.0,1533.0,5.3,350.0,1603.0,8.5,1533.0,64.0,1620.0,97.0,32.0,0.0,989.0,12.8,86.0,2.3,0.0,0.0
20240602,7.4,10.4,2209.0,15.9,1514.0,13.5,13.15,0.0,5.5,13.2,1.7,7.8,360.0,2315.0,4.9,350.0,2323.0,7.0,2321.0,85.0,1421.0,97.0,1935.0,0.0,1440.0,14.7,95.0,1.0,0.0,0.0
20240603,0.0,11.7,727.0,15.3,1445.0,13.0,13.5,0.0,3.6,13.5,2.2,6.8,340.0,1533.0,3.9,330.0,1550.0,6.1,1543.0,87.0,1455.0,97.0,1.0,0.0,1440.0,14.2,95.0,1.3,0.0,0.0
20240604,0.2,11.7,2321.0,22.6,1424.0,15.6,17.15,0.0,10.9,17.2,1.2,6.1,250.0,1229.0,3.5,300.0,1231.0,5.6,1227.0,54.0,1702.0,97.0,57.0,0.0,777.0,14.0,81.0,3.6,0.0,0.0
20240605,0.0,9.0,2259.0,25.6,1352.0,18.1,17.3,0.0,16.6,17.3,1.5,9.8,210.0,1406.0,4.7,190.0,1323.0,9.0,1406.0,39.0,1335.0,97.0,1.0,21.0,698.0,14.4,73.0,4.0,0.0,0.0
20240606,2.4,10.2,406.0,25.4,1023.0,17.3,17.8,0.0,15.2,17.8,1.6,13.3,170.0,1234.0,6.4,200.0,1243.0,11.3,1234.0,45.0,1020.0,97.0,229.0,0.0,1001.0,16.1,83.0,2.7,,
20240607,0.4,12.9,2330.0,25.2,1516.0,18.9,19.05,0.0,12.3,19.1,1.1,7.0,210.0,1338.0,4.0,320.0,724.0,6.4,1338.0,53.0,1406.0,97.0,1.0,0.0,791.0,17.2,81.0,3.6,,
20240608,0.2,13.1,10.0,28.0,1417.0,19.8,20.55,0.0,14.9,20.6,1.9,11.1,130.0,1006.0,6.3,130.0,1015.0,10.1,1006.0,37.0,1432.0,97.0,19.0,21.0,687.0,16.2,73.0,4.2,,
20240609,5.0,12.9,513.0,23.2,1143.0,16.9,18.05,0.0,10.3,18.1,2.3,9.5,340.0,1648.0,5.8,340.0,1653.0,9.1,1648.0,72.0,1144.0,97.0,133.0,0.0,1006.0,16.8,87.0,3.3,,
20240610,0.0,11.0,357.0,21.6,1451.0,15.9,16.3,0.0,10.6,16.3,1.6,7.9,290.0,1354.0,4.0,330.0,1530.0,6.5,1354.0,40.0,1347.0,97.0,426.0,2.0,679.0,12.4,72.0,4.3,,
20240611,0.0,10.3,242.0,18.3,949.0,12.7,14.3,0.0,8.0,14.3,2.5,10.9,320.0,1418.0,6.3,310.0,1407.0,9.9,1418.0,51.0,1052.0,95.0,259.0,0.0,566.0,10.6,73.0,3.4,,
20240612,0.2,1.9,345.0,19.8,1333.0,11.7,10.85,0.0,17.9,10.9,2.5,10.9,320.0,951.0,6.6,310.0,1038.0,10.0,951.0,46.0,1658.0,98.0,431.0,0.0,527.0,9.1,69.0,3.1,,
20240613,2.2,2.1,401.0,22.1,1429.0,13.6,12.1,0.0,20.0,12.1,1.5,8.7,30.0,1359.0,4.1,310.0,1118.0,8.0,1113.0,35.0,1211.0,99.0,438.0,124.0,550.0,9.6,65.0,3.9,,
20240614,31.4,9.2,2227.0,20.4,1438.0,16.6,14.8,0.0,11.2,14.8,4.6,16.3,160.0,1554.0,7.0,150.0,1350.0,13.7,1554.0,43.0,240.0,93.0,2355.0,0.0,144.0,12.3,66.0,3.0,,
20240615,0.0,10.4,345.0,20.5,1248.0,15.0,15.45,0.0,10.1,15.5,1.6,11.5,300.0,13.0,5.4,290.0,22.0,10.4,13.0,39.0,1049.0,97.0,415.0,4.0,683.0,12.2,74.0,3.9,,
20240616,0.0,6.6,323.0,23.1,1237.0,16.8,14.85,0.0,16.5,14.9,1.6,8.6,180.0,1357.0,4.4,190.0,1629.0,8.1,1620.0,42.0,1107.0,97.0,350.0,0.0,535.0,12.6,68.0,3.6,,
20240617,0.0,13.2,422.0,26.3,1534.0,18.7,19.75,0.0,13.1,19.8,1.5,9.0,200.0,1403.0,4.2,220.0,1405.0,7.8,1403.0,48.0,1337.0,96.0,442.0,0.0,745.0,16.2,77.0,4.0,,
20240618,0.0,11.3,305.0,29.3,1435.0,21.8,20.3,0.0,18.0,20.3,2.4,13.6,210.0,1217.0,6.9,210.0,1312.0,12.0,1113.0,32.0,1108.0,98.0,335.0,448.0,513.0,14.9,62.0,5.6,,
20240619,0.0,14.6,48.0,29.0,1246.0,22.5,21.8,0.0,14.4,21.8,2.0,12.4,160.0,0.0,5.1,150.0,0.0,10.5,0.0,40.0,,95.0,115.0,,,18.1,69.0,5.1,,
20240620,8.6,16.9,1721.0,23.0,1345.0,19.0,19.95,0.0,6.1,20.0,3.2,18.2,130.0,934.0,11.0,120.0,1005.0,16.7,916.0,50.0,144.0,98.0,2252.0,0.0,614.0,17.0,79.0,2.9,,
20240621,9.4,13.1,2238.0,23.0,1544.0,17.3,18.05,0.0,9.9,18.1,1.2,8.1,270.0,1607.0,3.7,310.0,1206.0,7.3,1609.0,60.0,,100.0,1836.0,0.0,913.0,14.8,,2.7,,
20240622,9.0,12.4,759.0,19.4,1410.0,14.5,15.9,0.0,7.0,15.9,1.3,11.6,320.0,1509.0,4.4,280.0,1515.0,10.6,1509.0,65.0,,100.0,1.0,,,14.7,89.0,2.0,,
20240623,0.0,9.7,436.0,19.8,1301.0,14.7,14.75,0.0,10.1,14.8,2.5,11.8,340.0,1329.0,6.9,350.0,1329.0,11.0,1329.0,65.0,,100.0,,,,13.5,82.0,2.3,,
20240624,0.2,8.0,323.0,27.6,1336.0,18.6,17.8,0.0,19.6,17.8,1.8,8.3,350.0,1736.0,4.4,20.0,1457.0,7.8,1736.0,50.0,,100.0,,,,15.3,,4.0,,
20240625,3.2,10.9,343.0,27.9,1259.0,19.8,19.4,0.0,17.0,19.4,1.2,6.8,160.0,2143.0,4.1,310.0,2007.0,5.9,922.0,55.0,,100.0,,0.0,,20.1,,3.2,,
20240626,0.2,14.6,201.0,29.2,1454.0,21.1,21.9,0.0,14.6,21.9,1.2,6.7,300.0,1436.0,3.8,320.0,1116.0,6.4,1436.0,50.0,,100.0,,,,20.6,,3.8,,
20240627,1.4,13.9,343.0,30.6,1339.0,21.8,22.25,0.0,16.7,22.3,1.4,9.0,290.0,906.0,3.7,200.0,1538.0,8.2,906.0,50.0,,95.0,,,,16.7,,4.9,,
20240628,0.4,13.7,350.0,31.3,1314.0,22.4,22.5,0.0,17.6,22.5,1.3,7.7,320.0,1248.0,3.7,330.0,1402.0,6.7,1248.0,40.0,,100.0,,,,21.9,80.0,3.9,,
20240629,9.5,16.4,339.0,28.6,1506.0,22.1,22.5,0.0,12.2,22.5,1.8,14.2,150.0,2234.0,6.2,190.0,2236.0,11.5,2227.0,46.0,1658.0,100.0,4.0,,,24.9,93.0,2.6,,
20240630,2.6,16.3,949.0,19.2,1737.0,17.6,17.75,0.0,2.9,17.8,1.5,9.6,210.0,706.0,4.7,200.0,631.0,8.4,706.0,70.0,,90.0,,,,19.3,,1.1,,
20240701,5.7,14.2,319.0,25.1,1438.0,17.4,19.65,0.0,10.9,19.7,1.5,11.9,340.0,1506.0,6.4,340.0,1514.0,11.0,1506.0,45.0,,100.0,,,,,,4.0,,
20240702,0.0,12.4,11.0,21.4,1059.0,15.6,16.9,0.0,9.0,16.9,2.1,8.2,330.0,1214.0,5.1,320.0,1216.0,7.6,1327.0,46.0,1148.0,99.0,49.0,0.0,816.0,14.2,82.0,3.2,,
20240703,0.0,8.9,341.0,19.4,1013.0,14.3,14.15,0.0,10.5,14.2,1.1,6.0,270.0,1107.0,3.4,340.0,1249.0,5.4,1242.0,57.0,1017.0,99.0,425.0,0.0,912.0,13.6,84.0,1.9,,
20240704,0.6,10.9,2227.0,23.2,1241.0,16.2,17.05,0.0,12.3,17.1,1.3,7.4,210.0,1206.0,3.6,200.0,922.0,6.2,1205.0,49.0,1312.0,98.0,2154.0,0.0,826.0,14.6,81.0,3.0,,
20240705,0.2,9.6,30.0,27.6,1426.0,19.3,18.6,0.0,18.0,18.6,1.2,8.3,140.0,2359.0,3.7,160.0,0.0,7.8,2359.0,42.0,1130.0,100.0,129.0,0.0,696.0,15.7,74.0,4.4,,
20240706,25.6,14.5,1713.0,23.9,1213.0,17.5,19.2,0.0,9.4,19.2,2.4,15.5,190.0,1306.0,7.7,200.0,1312.0,13.9,1306.0,57.0,15.0,98.0,1740.0,0.0,735.0,15.9,81.0,2.8,,
20240707,0.0,10.7,419.0,22.8,1415.0,15.6,16.75,0.0,12.1,16.8,1.4,6.3,320.0,1503.0,3.6,310.0,1549.0,5.9,1547.0,50.0,1401.0,99.0,432.0,0.0,788.0,13.8,80.0,3.5,,
20240708,0.0,8.0,,27.1,,19.0,17.55,0.0,19.1,17.6,1.9,10.4,,,4.0,180.0,,,,40.0,,98.0,,,,14.2,66.0,4.5,,
20240709,4.5,14.8,,31.2,,24.0,23.0,0.0,16.4,23.0,4.3,15.4,,,,,,,,40.0,,90.0,,,,16.1,55.0,6.9,,
20240710,0.2,17.1,,26.8,,21.0,21.95,0.0,9.7,22.0,1.8,8.4,,,,,,,,60.0,,100.0,,,,20.1,81.0,3.8,,
20240711,6.7,16.0,,28.7,,21.6,22.35,0.0,12.7,22.4,2.1,13.2,,,,,,,,50.0,,100.0,,,,20.1,79.0,4.3,,
20240712,9.0,17.0,,23.3,,17.8,20.15,0.0,6.3,20.2,3.4,15.3,,,,,,,,75.0,,98.0,,,,17.9,87.0,3.1,,
20240713,0.0,9.1,,22.4,,15.8,15.75,0.0,13.3,15.8,2.0,7.3,,,,,,,,45.0,,100.0,,,,12.4,72.0,4.0,,
20240714,0.0,8.0,,26.9,,18.8,17.45,0.0,18.9,17.5,1.7,9.5,200.0,,4.2,,,,,40.0,,100.0,,,,14.4,68.0,3.8,,
20240715,12.1,15.6,,31.1,,22.3,23.35,0.0,15.5,23.4,3.4,19.5,,,,,,,,50.0,,100.0,,,,19.1,72.0,5.0,,
20240716,2.5,15.9,,23.8,,18.9,19.85,0.0,7.9,19.9,2.2,9.5,,,,,,,,45.0,,100.0,,,,15.5,72.0,4.6,,
20240717,0.0,11.1,,25.5,,19.3,18.3,0.0,14.4,18.3,2.3,8.8,,,,,,,,50.0,,90.0,,,,15.0,68.0,4.5,,
20240718,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,
20240719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240807,,,,30.6,1509.0,,,,,,,,,,,,,,,,,,,,,,,4.1,,
20240808,0.0,16.2,2335.0,29.9,1229.0,21.8,23.05,,13.7,23.1,1.7,8.5,300.0,1357.0,4.2,330.0,1642.0,7.8,1338.0,37.0,1539.0,95.0,1.0,71.0,608.0,16.5,67.0,5.4,,
20240809,0.0,9.9,446.0,32.2,1321.0,21.3,21.05,0.0,22.3,21.1,1.6,8.7,300.0,1339.0,4.3,320.0,1506.0,7.1,1113.0,34.0,1158.0,99.0,505.0,300.0,590.0,15.6,67.0,4.8,,
20240810,0.0,11.4,440.0,33.8,1301.0,22.9,22.6,0.0,22.4,22.6,1.8,8.2,320.0,1237.0,5.0,300.0,1553.0,7.7,1237.0,34.0,1127.0,100.0,522.0,258.0,604.0,17.8,69.0,5.1,,
20240811,0.0,14.0,420.0,36.4,1414.0,26.8,25.2,0.0,22.4,25.2,1.4,8.8,300.0,1104.0,5.1,300.0,1112.0,8.1,1127.0,31.0,1355.0,99.0,253.0,418.0,384.0,19.9,62.0,5.5,,
20240812,0.0,18.8,354.0,36.2,1328.0,26.9,27.5,0.0,17.4,27.5,1.3,8.7,310.0,1538.0,4.3,340.0,1005.0,8.3,1538.0,26.0,1333.0,92.0,528.0,475.0,348.0,18.9,58.0,6.1,,
20240813,6.8,15.2,417.0,36.6,1500.0,24.9,25.9,0.0,21.4,25.9,2.4,18.0,140.0,2054.0,10.2,150.0,2102.0,15.9,2058.0,34.0,1408.0,95.0,340.0,277.0,503.0,18.9,64.0,5.7,,
20240814,0.8,13.7,413.0,29.9,1226.0,21.4,21.8,0.0,16.2,21.8,1.5,11.5,210.0,2214.0,5.4,210.0,2227.0,10.2,2214.0,48.0,1059.0,100.0,526.0,0.0,728.0,19.4,78.0,3.6,,
20240815,0.0,14.8,326.0,30.5,1415.0,21.8,22.65,0.0,15.7,22.7,1.7,8.5,310.0,1548.0,4.8,350.0,1500.0,7.8,1548.0,52.0,1308.0,100.0,400.0,0.0,741.0,20.2,80.0,4.0,,
20240816,0.0,15.3,229.0,32.0,1056.0,22.7,23.65,0.0,16.7,23.7,2.1,9.7,320.0,1144.0,6.1,330.0,1147.0,9.3,1144.0,44.0,1411.0,100.0,524.0,0.0,655.0,19.2,73.0,4.7,,
20240817,7.9,14.3,445.0,31.2,1128.0,21.6,22.75,0.0,16.9,22.8,1.2,7.5,300.0,1707.0,4.0,300.0,1551.0,6.8,1707.0,34.0,1038.0,96.0,625.0,88.0,728.0,17.3,71.0,4.3,,
20240818,9.4,14.1,918.0,16.3,624.0,15.2,15.2,0.0,2.2,15.2,1.4,9.1,260.0,319.0,4.0,300.0,715.0,7.7,322.0,83.0,646.0,99.0,2125.0,0.0,1440.0,16.2,94.0,0.8,,
20240819,0.0,13.3,408.0,26.1,1441.0,18.0,19.7,0.0,12.8,19.7,2.5,13.4,330.0,1312.0,7.1,310.0,1213.0,11.7,1312.0,51.0,1458.0,98.0,1.0,0.0,820.0,16.3,81.0,4.0,,
20240820,2.0,9.5,457.0,28.2,1244.0,18.5,18.85,0.0,18.7,18.9,1.1,6.7,320.0,1241.0,4.0,310.0,1637.0,5.9,1033.0,48.0,1155.0,100.0,421.0,0.0,754.0,15.8,77.0,3.6,,
20240821,0.0,12.2,7.0,25.0,1400.0,17.4,18.6,0.0,12.8,18.6,2.2,9.4,290.0,1620.0,5.7,310.0,1607.0,8.8,1620.0,41.0,1249.0,100.0,32.0,0.0,731.0,14.2,75.0,4.1,,
20240822,0.0,6.3,505.0,28.1,1326.0,16.2,17.2,0.0,21.8,17.2,1.1,8.4,330.0,1306.0,3.5,300.0,1557.0,7.1,1306.0,30.0,1424.0,100.0,541.0,171.0,700.0,12.4,72.0,3.8,,
20240823,0.0,6.6,426.0,30.5,1219.0,19.0,18.55,0.0,23.9,18.6,1.1,8.1,210.0,1447.0,4.3,290.0,1107.0,7.0,1055.0,25.0,1358.0,100.0,553.0,523.0,569.0,12.0,62.0,4.2,,
20240824,53.3,12.4,317.0,33.5,1449.0,23.2,22.95,0.0,21.1,23.0,3.5,20.9,220.0,1923.0,9.1,170.0,1330.0,17.7,1923.0,26.0,1238.0,97.0,2119.0,518.0,643.0,15.6,62.0,6.0,,
20240825,0.0,13.4,342.0,24.2,1337.0,16.5,18.8,0.0,10.8,18.8,2.0,7.6,10.0,1114.0,5.0,320.0,1628.0,6.9,1114.0,49.0,1328.0,99.0,518.0,0.0,838.0,14.6,80.0,3.0,,
20240826,0.0,7.6,212.0,26.2,1338.0,16.2,16.9,0.0,18.6,16.9,2.3,11.5,330.0,1217.0,7.2,310.0,1216.0,10.2,1152.0,47.0,1112.0,100.0,230.0,0.0,750.0,13.7,78.0,3.4,,
20240827,0.0,6.3,437.0,28.7,1504.0,18.2,17.5,0.0,22.4,17.5,1.2,7.0,310.0,1242.0,3.0,320.0,1414.0,5.4,1242.0,46.0,1233.0,100.0,409.0,0.0,772.0,15.7,78.0,3.2,,
20240828,0.2,12.0,423.0,32.4,1418.0,22.1,22.2,0.0,20.4,22.2,1.3,8.0,300.0,1135.0,4.0,300.0,1142.0,7.0,1135.0,33.0,1504.0,100.0,544.0,186.0,622.0,17.7,71.0,4.2,,
20240829,0.0,13.3,521.0,32.2,1352.0,22.8,22.75,0.0,18.9,22.8,1.5,7.6,320.0,1157.0,4.1,300.0,1202.0,7.0,1157.0,38.0,1309.0,99.0,543.0,17.0,679.0,18.8,72.0,4.3,,
