DATE,RR,TN,HTN,TX,HTX,TM,TMNX,DG,TAMPLI,TNTXM,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,UM,ETPGRILLE,NEIGETOTX,NEIGETOT06
20240106,2.2,2.0,722.0,4.0,1117.0,2.9,3.0,0.0,2.0,3.0,3.0,9.4,10.0,1256.0,5.7,10.0,1303.0,8.9,1204.0,83.0,1308.0,97.0,748.0,0.0,1440.0,7.0,93.0,0.3,0.0,0.0
20240107,2.0,1.3,732.0,1.9,1034.0,1.5,1.6,0.0,0.6,1.6,4.1,9.8,320.0,1010.0,5.7,350.0,1015.0,9.0,1010.0,87.0,2358.0,96.0,1.0,0.0,1440.0,6.5,95.0,0.3,0.0,0.0
20240108,0.0,-2.4,902.0,-1.2,1235.0,-1.6,-1.8,1365.0,1.2,-1.8,2.5,9.0,340.0,216.0,5.2,350.0,136.0,8.7,216.0,79.0,1302.0,92.0,923.0,0.0,1417.0,4.6,85.0,0.5,0.0,0.0
20240109,2.0,-2.8,524.0,-0.8,1507.0,-1.9,-1.8,1440.0,2.0,-1.8,0.8,3.4,320.0,1234.0,2.5,320.0,1242.0,3.1,1234.0,88.0,109.0,96.0,1838.0,0.0,1440.0,4.9,93.0,0.2,1.0,0.0
20240110,3.0,-2.3,1806.0,1.9,1520.0,0.0,-0.2,628.0,4.2,-0.2,0.6,3.9,320.0,929.0,2.4,330.0,1221.0,3.7,1218.0,95.0,1.0,97.0,157.0,0.0,1440.0,5.9,96.0,0.1,1.0,1.0
20240111,0.0,-0.9,711.0,0.7,1245.0,-0.4,-0.1,1106.0,1.6,-0.1,1.1,4.6,320.0,1546.0,3.2,330.0,1539.0,4.3,1546.0,93.0,1135.0,98.0,142.0,0.0,1440.0,5.7,96.0,0.2,0.0,0.0
20240112,0.0,-1.7,1730.0,-0.2,1148.0,-1.2,-0.95,1440.0,1.5,-1.0,1.5,4.7,320.0,1410.0,3.5,350.0,1557.0,4.5,1551.0,84.0,1224.0,95.0,1.0,0.0,1440.0,5.1,91.0,0.2,0.0,0.0
20240113,0.0,-3.5,723.0,1.3,1250.0,-2.0,-1.1,1242.0,4.8,-1.1,1.2,5.0,320.0,1252.0,3.4,320.0,1258.0,4.6,1252.0,74.0,1247.0,97.0,2206.0,0.0,1242.0,4.6,88.0,0.4,0.0,0.0
20240114,0.2,-5.5,617.0,3.4,1424.0,-1.3,-1.05,759.0,8.9,-1.1,0.8,6.3,320.0,1448.0,3.9,310.0,1453.0,6.0,1448.0,76.0,1456.0,96.0,1.0,0.0,1406.0,5.1,91.0,0.4,0.0,0.0
20240115,1.0,-0.4,1724.0,3.2,1139.0,0.2,1.4,422.0,3.6,1.4,0.9,6.0,330.0,1214.0,4.2,320.0,1215.0,5.6,1212.0,88.0,1.0,97.0,811.0,0.0,1440.0,5.9,95.0,0.4,0.0,0.0
20240116,5.2,-6.0,806.0,9.2,500.0,-1.2,1.6,696.0,15.2,1.6,1.2,6.4,230.0,2340.0,2.9,330.0,1306.0,5.5,2340.0,81.0,1313.0,98.0,2332.0,0.0,1440.0,5.4,94.0,0.5,0.0,0.0
20240117,38.2,0.8,1823.0,12.6,1241.0,9.9,6.7,0.0,11.8,6.7,4.1,18.7,190.0,505.0,7.8,160.0,552.0,15.5,505.0,68.0,154.0,96.0,2337.0,0.0,895.0,10.1,83.0,0.0,0.0,0.0
20240118,14.0,0.7,1741.0,10.9,1027.0,5.9,5.8,265.0,10.2,5.8,3.7,14.5,160.0,1017.0,6.8,180.0,1026.0,12.8,922.0,73.0,1024.0,97.0,1951.0,0.0,1285.0,8.4,89.0,0.3,1.0,0.0
20240119,0.0,-5.2,1748.0,1.7,1408.0,-3.0,-1.75,1209.0,6.9,-1.8,2.8,7.6,320.0,58.0,5.1,350.0,1311.0,7.1,58.0,76.0,1415.0,96.0,1.0,0.0,1293.0,4.4,89.0,0.6,2.0,2.0
20240120,0.0,-12.3,625.0,1.9,529.0,-6.6,-5.2,1368.0,14.2,-5.2,0.8,4.2,320.0,1238.0,2.6,320.0,1239.0,3.9,1238.0,63.0,1140.0,96.0,907.0,0.0,1121.0,3.3,86.0,0.4,0.0,0.0
20240121,0.0,-8.6,2204.0,9.5,1419.0,1.1,0.45,613.0,18.1,0.5,2.3,16.1,140.0,1024.0,7.0,160.0,1033.0,14.3,1024.0,35.0,1422.0,95.0,125.0,119.0,597.0,4.3,68.0,0.9,0.0,0.0
20240122,12.0,-4.6,2216.0,10.7,1206.0,6.0,3.05,202.0,15.3,3.1,3.0,14.9,140.0,1034.0,6.9,150.0,1057.0,12.6,1035.0,48.0,427.0,96.0,2202.0,0.0,836.0,7.0,75.0,0.4,0.0,0.0
20240123,0.0,2.7,709.0,10.8,1047.0,6.5,6.75,0.0,8.1,6.8,1.0,6.3,220.0,1206.0,3.1,210.0,1214.0,5.8,1206.0,56.0,1227.0,98.0,841.0,0.0,1081.0,8.2,86.0,0.6,0.0,0.0
20240124,1.4,4.6,2057.0,13.1,1239.0,9.0,8.85,0.0,8.5,8.9,1.0,7.9,210.0,1245.0,4.0,210.0,1124.0,6.7,1245.0,75.0,1054.0,97.0,2147.0,0.0,1243.0,10.1,88.0,0.5,0.0,0.0
20240125,0.0,8.3,738.0,11.7,1332.0,8.2,10.0,0.0,3.4,10.0,0.6,4.7,280.0,1525.0,2.7,290.0,1528.0,4.2,1525.0,77.0,1348.0,98.0,2216.0,0.0,1357.0,10.1,92.0,0.6,0.0,0.0
20240126,1.4,0.9,2206.0,11.3,1147.0,7.7,6.1,0.0,10.4,6.1,0.6,3.1,250.0,1008.0,1.8,330.0,111.0,2.7,1008.0,72.0,1255.0,98.0,33.0,0.0,1351.0,9.7,93.0,0.0,0.0,0.0
20240127,0.2,0.6,606.0,10.5,1301.0,4.1,5.55,104.0,9.9,5.6,1.0,4.5,320.0,1315.0,3.0,320.0,1318.0,3.9,1343.0,74.0,1404.0,98.0,19.0,0.0,1336.0,7.7,93.0,0.5,0.0,0.0
20240128,0.2,-3.7,718.0,16.7,1505.0,5.7,6.5,441.0,20.4,6.5,1.8,9.1,220.0,1708.0,5.0,220.0,1219.0,8.3,1708.0,26.0,1425.0,98.0,1.0,380.0,630.0,5.7,68.0,1.5,0.0,0.0
20240129,0.0,1.8,220.0,15.6,1408.0,5.6,8.7,127.0,13.8,8.7,1.5,6.1,190.0,1048.0,3.0,210.0,1013.0,5.5,1142.0,34.0,1410.0,95.0,2315.0,166.0,798.0,6.3,73.0,1.7,0.0,0.0
20240130,0.0,-3.4,445.0,15.1,1342.0,3.0,5.85,753.0,18.5,5.9,1.0,9.7,230.0,1308.0,4.9,220.0,1214.0,8.2,1308.0,30.0,1344.0,97.0,741.0,174.0,954.0,5.6,79.0,1.2,0.0,0.0
20240131,1.0,-4.1,244.0,13.6,1435.0,2.6,4.75,620.0,17.7,4.8,0.8,3.8,340.0,1132.0,2.8,340.0,1133.0,3.6,1132.0,48.0,1216.0,97.0,545.0,0.0,1027.0,6.1,84.0,0.7,0.0,0.0
20240201,2.4,-0.9,2037.0,7.7,1330.0,6.0,3.4,0.0,8.6,3.4,0.7,3.3,330.0,1008.0,2.2,320.0,649.0,3.2,1008.0,93.0,229.0,97.0,1.0,0.0,1440.0,9.0,96.0,0.0,0.0,0.0
20240202,0.0,3.7,1748.0,11.9,1407.0,6.5,7.8,0.0,8.2,7.8,1.6,7.0,320.0,945.0,4.6,320.0,949.0,6.6,945.0,67.0,1304.0,98.0,409.0,0.0,1157.0,8.7,91.0,0.7,0.0,0.0
20240203,0.4,-0.1,804.0,11.9,1330.0,3.8,5.9,186.0,12.0,5.9,1.0,5.4,320.0,1347.0,3.9,330.0,1351.0,5.0,1347.0,51.0,1228.0,98.0,602.0,0.0,1035.0,6.9,87.0,0.7,0.0,0.0
20240204,0.0,-0.9,2025.0,3.3,1350.0,1.4,1.2,30.0,4.2,1.2,0.8,3.3,330.0,1422.0,2.1,340.0,1425.0,3.0,1422.0,94.0,1411.0,98.0,1.0,0.0,1440.0,6.6,97.0,0.1,0.0,0.0
20240205,0.2,-1.4,746.0,8.2,1513.0,0.4,3.4,987.0,9.6,3.4,0.8,4.6,320.0,1303.0,3.2,320.0,1308.0,4.1,1227.0,74.0,1523.0,98.0,1.0,0.0,1320.0,5.9,93.0,0.6,0.0,0.0
20240206,0.2,-4.7,153.0,6.9,1256.0,2.4,1.1,426.0,11.6,1.1,1.0,4.9,320.0,1055.0,3.5,310.0,1057.0,4.4,1055.0,71.0,1253.0,98.0,444.0,0.0,1171.0,6.4,88.0,0.2,0.0,0.0
20240207,11.2,3.8,302.0,12.0,1309.0,7.3,7.9,0.0,8.2,7.9,2.2,13.0,150.0,1929.0,6.0,150.0,1938.0,11.8,1929.0,51.0,1306.0,92.0,405.0,0.0,733.0,7.7,77.0,1.3,0.0,0.0
20240208,5.0,7.4,1.0,13.3,1338.0,10.2,10.35,0.0,5.9,10.4,3.6,16.2,140.0,2213.0,7.6,150.0,2221.0,13.9,2206.0,63.0,1804.0,96.0,829.0,0.0,666.0,9.7,79.0,1.4,0.0,0.0
20240209,0.8,9.3,301.0,12.5,1109.0,10.2,10.9,0.0,3.2,10.9,3.5,14.3,170.0,1117.0,7.2,170.0,1117.0,12.5,1117.0,57.0,1109.0,82.0,301.0,0.0,116.0,8.9,72.0,1.6,0.0,0.0
20240210,15.8,4.8,1757.0,9.4,1231.0,6.8,7.1,0.0,4.6,7.1,1.3,11.7,200.0,1734.0,5.4,220.0,1740.0,10.2,1734.0,64.0,143.0,96.0,741.0,0.0,1219.0,8.9,90.0,0.5,0.0,0.0
20240211,4.4,2.6,2129.0,9.0,1232.0,5.5,5.8,0.0,6.4,5.8,1.6,10.0,200.0,1241.0,5.7,200.0,1245.0,8.9,1241.0,69.0,1258.0,96.0,103.0,0.0,1317.0,8.0,90.0,0.6,0.0,0.0
20240212,0.0,2.6,724.0,10.3,1259.0,4.6,6.45,203.0,7.7,6.5,1.0,5.4,10.0,1457.0,3.4,10.0,1452.0,5.0,1457.0,55.0,1252.0,97.0,748.0,0.0,1102.0,7.4,88.0,1.0,0.0,0.0
20240213,0.2,-2.7,253.0,11.5,1438.0,2.8,4.4,603.0,14.2,4.4,0.8,4.4,320.0,1522.0,2.8,330.0,1153.0,4.0,1522.0,48.0,1352.0,98.0,510.0,0.0,1062.0,6.2,85.0,0.8,0.0,0.0
20240214,0.0,-0.9,2113.0,14.5,1538.0,6.4,6.8,0.0,15.4,6.8,0.7,4.0,320.0,1147.0,2.6,320.0,1155.0,3.7,1147.0,53.0,1021.0,97.0,2309.0,0.0,927.0,7.8,82.0,0.9,0.0,0.0
20240215,0.0,-1.4,349.0,17.4,1242.0,9.4,8.0,192.0,18.8,8.0,3.1,13.2,180.0,2036.0,6.3,160.0,949.0,11.0,2040.0,26.0,1027.0,98.0,456.0,292.0,554.0,7.4,67.0,1.8,0.0,0.0
20240216,0.2,7.2,657.0,17.1,1222.0,11.7,12.15,0.0,9.9,12.2,1.7,10.3,180.0,6.0,5.8,180.0,7.0,9.3,5.0,45.0,1224.0,91.0,1923.0,0.0,458.0,9.3,69.0,1.9,0.0,0.0
20240217,0.4,7.3,1741.0,9.0,601.0,8.1,8.15,0.0,1.7,8.2,2.0,5.8,10.0,1258.0,3.9,320.0,1656.0,5.4,1440.0,88.0,1.0,97.0,535.0,0.0,1440.0,10.3,95.0,0.5,0.0,0.0
20240218,7.8,6.7,527.0,12.7,1427.0,8.4,9.7,0.0,6.0,9.7,1.1,8.4,300.0,1625.0,4.0,310.0,1234.0,7.4,1625.0,66.0,1431.0,96.0,15.0,0.0,1049.0,9.6,87.0,1.0,0.0,0.0
20240219,4.4,6.9,2215.0,11.1,1135.0,8.3,9.0,0.0,4.2,9.0,0.9,7.8,300.0,2047.0,3.5,300.0,2053.0,7.2,2047.0,78.0,1251.0,97.0,40.0,0.0,1433.0,9.9,91.0,0.7,0.0,0.0
20240220,0.0,2.9,1800.0,10.9,1350.0,5.7,6.9,67.0,8.0,6.9,1.5,8.5,20.0,1233.0,4.4,360.0,1239.0,7.7,1233.0,64.0,1353.0,97.0,2237.0,0.0,1054.0,7.9,87.0,1.0,0.0,0.0
20240221,8.8,-1.1,27.0,14.4,1444.0,7.6,6.65,165.0,15.5,6.7,2.5,13.5,180.0,1712.0,5.9,170.0,1640.0,13.0,1712.0,32.0,1536.0,98.0,145.0,424.0,642.0,6.5,67.0,1.8,0.0,0.0
20240222,20.6,8.2,211.0,11.2,1755.0,8.7,9.7,0.0,3.0,9.7,5.8,20.3,170.0,1822.0,9.5,180.0,1847.0,17.5,1829.0,69.0,12.0,92.0,1946.0,0.0,782.0,8.9,79.0,1.5,0.0,0.0
20240223,0.8,-2.3,553.0,9.4,1130.0,4.3,3.55,259.0,11.7,3.6,2.3,10.7,200.0,1558.0,5.7,190.0,1603.0,10.1,1558.0,51.0,1230.0,98.0,742.0,0.0,512.0,6.1,75.0,0.9,0.0,0.0
20240224,0.0,1.8,1759.0,8.3,1451.0,4.7,5.05,0.0,6.5,5.1,2.6,11.9,170.0,141.0,6.3,190.0,18.0,11.1,141.0,47.0,1456.0,84.0,34.0,0.0,72.0,5.6,66.0,1.6,0.0,0.0
20240225,14.6,1.0,1821.0,10.0,1050.0,6.6,5.5,0.0,9.0,5.5,4.4,20.6,140.0,2129.0,11.1,140.0,2130.0,18.8,2129.0,43.0,1049.0,84.0,2108.0,0.0,232.0,6.0,62.0,1.8,0.0,0.0
20240226,8.4,5.6,11.0,13.7,1216.0,8.9,9.65,0.0,8.1,9.7,4.4,16.5,130.0,303.0,9.0,150.0,307.0,15.0,248.0,46.0,1548.0,94.0,2350.0,0.0,413.0,7.8,70.0,2.2,0.0,0.0
20240227,0.0,0.7,435.0,8.1,1348.0,5.2,4.4,0.0,7.4,4.4,3.1,10.7,360.0,2004.0,6.5,350.0,1436.0,9.5,2004.0,79.0,2222.0,98.0,514.0,0.0,1438.0,7.8,88.0,0.6,0.0,0.0
20240228,0.0,4.4,630.0,7.0,1530.0,5.0,5.7,24.0,2.6,5.7,2.0,9.7,340.0,30.0,5.4,350.0,6.0,9.2,30.0,78.0,1245.0,96.0,2234.0,0.0,1420.0,7.6,86.0,0.8,0.0,0.0
20240301,0.0,2.9,2036.0,12.0,1602.0,6.5,7.45,0.0,9.1,7.5,1.3,11.9,140.0,1943.0,6.9,130.0,1949.0,9.8,1940.0,37.0,1540.0,96.0,415.0,31.0,611.0,6.8,72.0,1.4,0.0,0.0
20240302,0.0,2.4,1828.0,14.8,1205.0,10.7,8.6,0.0,12.4,8.6,4.5,15.0,140.0,526.0,8.2,140.0,559.0,13.2,741.0,38.0,1210.0,65.0,254.0,29.0,0.0,6.5,52.0,2.5,0.0,0.0
20240303,5.2,3.0,1615.0,8.5,1004.0,4.7,5.75,0.0,5.5,5.8,1.4,7.0,260.0,1059.0,3.5,10.0,2332.0,6.5,1058.0,55.0,4.0,97.0,1825.0,0.0,1032.0,7.4,87.0,0.8,0.0,0.0
20240304,0.2,1.9,2037.0,5.6,1241.0,3.9,3.75,0.0,3.7,3.8,1.7,5.9,350.0,842.0,3.7,360.0,849.0,5.4,842.0,85.0,1158.0,97.0,1.0,0.0,1440.0,7.6,94.0,0.4,0.0,0.0
20240305,3.8,2.1,2342.0,9.0,1227.0,4.1,5.55,0.0,6.9,5.6,1.0,12.3,240.0,1308.0,4.6,250.0,1313.0,10.5,1308.0,58.0,1217.0,97.0,10.0,0.0,1238.0,7.2,89.0,0.9,0.0,0.0
20240306,0.0,2.5,2002.0,8.2,1414.0,3.5,5.35,197.0,5.7,5.4,1.2,5.4,310.0,1313.0,3.1,350.0,1441.0,4.6,1312.0,56.0,1418.0,96.0,2210.0,0.0,954.0,6.6,84.0,1.2,0.0,0.0
20240307,0.2,-4.6,326.0,13.1,1458.0,3.2,4.25,648.0,17.7,4.3,1.5,8.1,160.0,1107.0,4.4,140.0,1241.0,7.8,1107.0,35.0,1516.0,98.0,401.0,200.0,846.0,5.4,75.0,1.5,0.0,0.0
20240308,0.6,-4.0,343.0,12.8,1203.0,4.5,4.4,444.0,16.8,4.4,1.9,10.9,120.0,1145.0,6.3,140.0,1148.0,10.0,1145.0,28.0,1250.0,97.0,351.0,327.0,651.0,5.6,71.0,1.6,0.0,0.0
20240309,2.2,1.0,25.0,12.0,1505.0,7.7,6.5,0.0,11.0,6.5,2.0,9.9,160.0,332.0,5.3,130.0,530.0,8.9,332.0,36.0,1509.0,92.0,28.0,57.0,236.0,5.9,59.0,1.8,0.0,0.0
20240310,3.2,2.1,44.0,11.3,1455.0,5.8,6.7,0.0,9.2,6.7,1.4,9.4,320.0,735.0,6.9,320.0,742.0,8.8,737.0,56.0,1618.0,96.0,736.0,0.0,882.0,7.4,81.0,1.1,0.0,0.0
20240311,2.2,-2.3,400.0,9.1,1039.0,3.8,3.4,265.0,11.4,3.4,0.9,6.6,300.0,1230.0,4.2,300.0,1238.0,6.3,1230.0,68.0,1035.0,97.0,252.0,0.0,1099.0,7.1,89.0,0.5,0.0,0.0
20240312,2.4,1.6,2003.0,9.7,1532.0,6.5,5.65,0.0,8.1,5.7,0.7,4.8,270.0,1306.0,1.8,330.0,2256.0,3.8,1306.0,62.0,1537.0,96.0,1.0,0.0,993.0,8.3,87.0,0.6,0.0,0.0
20240313,0.4,5.4,414.0,15.0,1406.0,7.7,10.2,0.0,9.6,10.2,1.4,7.3,320.0,1445.0,5.0,320.0,1452.0,6.9,1445.0,63.0,1420.0,97.0,27.0,0.0,1098.0,9.3,89.0,1.6,0.0,0.0
20240314,0.0,0.6,602.0,20.5,1339.0,11.1,10.55,0.0,19.9,10.6,2.5,12.4,190.0,1103.0,6.0,220.0,1115.0,10.9,1103.0,27.0,1334.0,98.0,126.0,441.0,545.0,7.4,62.0,2.7,0.0,0.0
20240315,4.8,3.3,620.0,16.8,1401.0,10.7,10.05,0.0,13.5,10.1,1.4,8.5,210.0,1608.0,4.7,210.0,1614.0,8.0,1338.0,49.0,1236.0,97.0,656.0,0.0,655.0,9.5,75.0,1.5,0.0,0.0
20240316,3.6,8.1,455.0,13.6,1211.0,8.7,10.85,0.0,5.5,10.9,1.1,8.8,320.0,200.0,3.4,280.0,204.0,7.5,200.0,56.0,1455.0,97.0,2158.0,0.0,978.0,9.3,84.0,1.6,0.0,0.0
20240317,6.4,1.4,2303.0,18.0,1349.0,9.3,9.7,0.0,16.6,9.7,1.0,6.7,310.0,721.0,3.7,330.0,727.0,6.2,722.0,48.0,1531.0,98.0,224.0,0.0,1002.0,9.6,83.0,1.5,0.0,0.0
20240318,3.8,9.0,2154.0,14.4,1413.0,10.2,11.7,0.0,5.4,11.7,1.4,8.6,220.0,634.0,4.0,200.0,642.0,7.8,634.0,69.0,1702.0,98.0,2337.0,0.0,1083.0,10.9,88.0,1.3,0.0,0.0
20240319,0.0,3.2,2306.0,19.1,1403.0,9.5,11.15,0.0,15.9,11.2,1.4,7.3,330.0,1124.0,4.2,320.0,1056.0,6.8,1524.0,37.0,1428.0,98.0,1.0,37.0,912.0,9.1,80.0,2.3,0.0,0.0
20240320,0.2,0.7,251.0,22.3,1406.0,12.3,11.5,0.0,21.6,11.5,2.4,11.2,230.0,1154.0,5.7,220.0,1156.0,9.7,1218.0,32.0,1437.0,98.0,439.0,286.0,515.0,8.7,65.0,2.6,0.0,0.0
20240321,0.0,8.6,514.0,21.1,1231.0,13.0,14.85,0.0,12.5,14.9,1.9,10.9,310.0,1542.0,5.4,320.0,1551.0,10.2,1542.0,41.0,1629.0,96.0,2355.0,0.0,399.0,9.5,66.0,3.3,0.0,0.0
20240322,0.8,2.7,22.0,22.2,1402.0,10.8,12.45,0.0,19.5,12.5,0.9,8.7,250.0,1308.0,3.4,310.0,1244.0,7.2,1308.0,19.0,1218.0,97.0,115.0,331.0,720.0,8.2,70.0,2.7,0.0,0.0
20240323,3.8,2.3,38.0,11.7,1159.0,7.5,7.0,0.0,9.4,7.0,2.1,10.4,240.0,700.0,4.7,290.0,652.0,9.0,1518.0,36.0,1225.0,97.0,125.0,21.0,359.0,6.7,65.0,2.0,0.0,0.0
20240324,0.4,2.4,2132.0,8.8,1424.0,3.7,5.6,205.0,6.4,5.6,1.7,8.8,210.0,25.0,4.0,220.0,146.0,7.6,26.0,53.0,1452.0,97.0,2323.0,0.0,737.0,6.3,80.0,1.6,0.0,0.0
20240325,0.8,-6.2,550.0,13.5,1241.0,5.2,3.65,438.0,19.7,3.7,1.8,9.5,150.0,1150.0,5.1,120.0,1254.0,8.7,1150.0,29.0,1350.0,98.0,632.0,395.0,617.0,5.4,66.0,1.8,0.0,0.0
20240326,26.4,5.3,502.0,17.3,1244.0,9.9,11.3,0.0,12.0,11.3,2.5,14.5,130.0,1006.0,7.2,140.0,1741.0,13.0,950.0,31.0,1128.0,96.0,2109.0,303.0,806.0,8.3,72.0,2.6,0.0,0.0
20240327,8.6,0.2,551.0,9.3,205.0,4.2,4.75,0.0,9.1,4.8,2.7,16.4,140.0,1920.0,8.5,140.0,2016.0,15.5,1920.0,59.0,2340.0,97.0,7.0,0.0,790.0,6.6,81.0,1.2,4.0,2.0
20240328,0.2,5.2,2139.0,15.7,551.0,10.5,10.45,0.0,10.5,10.5,5.5,23.5,130.0,144.0,10.5,140.0,148.0,20.2,144.0,27.0,1542.0,91.0,540.0,545.0,137.0,6.0,49.0,3.9,0.0,0.0
20240329,0.0,10.9,1941.0,20.1,1449.0,16.8,15.5,0.0,9.2,15.5,4.6,21.2,150.0,11.0,10.1,160.0,14.0,19.3,11.0,21.0,2339.0,58.0,644.0,834.0,0.0,7.2,39.0,4.9,0.0,0.0
20240330,5.6,7.6,1357.0,16.0,736.0,10.9,11.8,0.0,8.4,11.8,3.3,17.4,140.0,34.0,8.6,210.0,831.0,16.3,34.0,18.0,51.0,98.0,2341.0,464.0,702.0,7.7,66.0,2.5,0.0,0.0
20240331,30.0,3.5,26.0,17.4,1511.0,10.5,10.45,0.0,13.9,10.5,3.0,17.3,120.0,1452.0,8.3,180.0,1328.0,14.6,1320.0,36.0,1537.0,98.0,40.0,143.0,747.0,8.8,74.0,2.3,0.0,0.0
20240401,12.0,5.1,605.0,14.1,1403.0,7.8,9.6,0.0,9.0,9.6,2.7,15.6,210.0,155.0,7.3,200.0,158.0,14.1,155.0,45.0,1428.0,97.0,42.0,0.0,849.0,8.3,80.0,2.1,0.0,0.0
20240402,2.5,3.7,2127.0,14.9,1414.0,8.4,9.3,0.0,11.2,9.3,2.1,10.1,200.0,1621.0,4.9,180.0,1631.0,8.8,1238.0,33.0,1623.0,95.0,1.0,160.0,636.0,7.3,69.0,2.5,0.0,0.0
20240403,10.0,4.3,2204.0,13.7,1522.0,10.0,9.0,0.0,9.4,9.0,3.2,13.7,180.0,357.0,7.1,170.0,401.0,12.5,456.0,49.0,245.0,96.0,2206.0,0.0,642.0,9.5,77.0,1.2,0.0,0.0
20240404,0.0,5.9,243.0,19.4,1337.0,13.5,12.65,0.0,13.5,12.7,3.0,14.1,190.0,1301.0,6.5,200.0,1125.0,11.6,1020.0,40.0,1348.0,98.0,405.0,8.0,417.0,9.3,64.0,3.1,0.0,0.0
20240405,0.0,9.2,520.0,23.0,1333.0,17.2,16.1,0.0,13.8,16.1,4.4,15.0,200.0,1210.0,7.7,210.0,1407.0,12.8,734.0,34.0,1136.0,73.0,524.0,458.0,0.0,9.1,48.0,5.1,0.0,0.0
20240406,0.0,13.3,507.0,25.5,1311.0,20.4,19.4,0.0,12.2,19.4,5.1,18.4,170.0,2230.0,8.6,140.0,1845.0,15.8,2104.0,18.0,951.0,53.0,505.0,1065.0,0.0,7.1,31.0,7.3,0.0,0.0
20240407,0.0,9.1,454.0,26.2,1305.0,19.8,17.65,0.0,17.1,17.7,3.3,12.6,190.0,1153.0,6.1,150.0,1650.0,11.8,1153.0,19.0,1135.0,76.0,536.0,1105.0,0.0,7.7,37.0,5.7,0.0,0.0
20240408,12.4,7.3,455.0,25.6,1358.0,17.9,16.45,0.0,18.3,16.5,2.4,15.3,160.0,852.0,6.7,220.0,2222.0,12.4,1347.0,19.0,915.0,83.0,528.0,805.0,107.0,8.4,46.0,4.2,0.0,0.0
20240409,3.4,5.1,810.0,11.1,1559.0,7.2,8.1,0.0,6.0,8.1,1.4,12.0,270.0,238.0,5.0,280.0,245.0,11.0,238.0,57.0,1556.0,95.0,2155.0,0.0,996.0,8.4,83.0,1.3,0.0,0.0
20240410,0.0,1.6,522.0,12.6,1329.0,6.5,7.1,0.0,11.0,7.1,3.3,12.8,350.0,1407.0,8.1,350.0,1416.0,12.1,1353.0,46.0,1332.0,97.0,533.0,0.0,627.0,7.0,75.0,2.1,0.0,0.0
20240411,0.0,-1.2,503.0,17.6,1546.0,7.9,8.2,241.0,18.8,8.2,1.8,8.8,330.0,1248.0,5.4,320.0,1242.0,8.1,1241.0,45.0,1116.0,97.0,546.0,0.0,691.0,7.6,74.0,2.4,0.0,0.0
20240412,0.2,0.4,433.0,22.7,1325.0,11.6,11.55,0.0,22.3,11.6,1.4,7.3,330.0,1556.0,4.3,320.0,1518.0,6.7,1556.0,43.0,1313.0,98.0,550.0,0.0,722.0,9.9,75.0,2.6,0.0,0.0
20240413,0.0,3.1,348.0,26.8,1423.0,14.4,14.95,0.0,23.7,15.0,0.9,6.9,300.0,1300.0,3.2,310.0,1306.0,6.3,1300.0,38.0,1402.0,98.0,545.0,49.0,749.0,11.5,74.0,3.2,0.0,0.0
20240414,0.0,3.5,320.0,27.6,1343.0,16.2,15.55,0.0,24.1,15.6,1.2,7.6,320.0,1123.0,3.5,320.0,1125.0,6.9,1123.0,28.0,1633.0,98.0,553.0,312.0,691.0,12.1,70.0,3.4,0.0,0.0
20240415,3.8,9.4,415.0,20.0,1328.0,14.2,14.7,0.0,10.6,14.7,2.1,11.0,240.0,1246.0,6.0,300.0,1743.0,10.1,1246.0,50.0,1614.0,90.0,208.0,0.0,368.0,10.5,65.0,3.1,0.0,0.0
20240416,7.4,4.2,227.0,10.1,1044.0,6.3,7.15,0.0,5.9,7.2,2.1,12.7,310.0,146.0,7.9,330.0,151.0,11.4,142.0,53.0,1413.0,94.0,418.0,0.0,677.0,7.5,79.0,1.9,0.0,0.0
20240417,13.6,3.3,1520.0,7.5,1148.0,4.1,5.4,0.0,4.2,5.4,1.3,9.8,330.0,19.0,4.5,350.0,24.0,9.4,19.0,70.0,934.0,96.0,1934.0,0.0,1318.0,7.3,90.0,1.2,0.0,0.0
20240418,3.6,0.2,325.0,8.6,1408.0,2.7,4.4,201.0,8.4,4.4,2.5,12.2,340.0,1544.0,6.8,350.0,1552.0,11.6,1544.0,58.0,1224.0,97.0,351.0,0.0,995.0,6.3,85.0,1.7,0.0,0.0
20240419,10.0,-3.9,205.0,10.1,1331.0,4.6,3.1,403.0,14.0,3.1,1.3,8.1,180.0,1607.0,5.3,340.0,2224.0,7.4,2220.0,49.0,1511.0,98.0,559.0,0.0,865.0,6.6,79.0,1.1,0.0,0.0
20240420,0.0,2.6,616.0,9.4,1357.0,4.6,6.0,87.0,6.8,6.0,2.7,13.8,320.0,1414.0,8.6,320.0,1420.0,13.0,1414.0,57.0,1403.0,96.0,37.0,0.0,884.0,6.9,81.0,1.9,0.0,0.0
20240421,3.2,-3.8,357.0,7.3,1531.0,0.7,1.75,703.0,11.1,1.8,1.5,13.1,330.0,1143.0,7.0,30.0,1637.0,12.4,1143.0,64.0,1629.0,98.0,631.0,0.0,1291.0,5.9,91.0,1.1,0.0,0.0
